50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,1.379143,,,,,,,,,,,,,2852b506-af47-47e5-8805-a41fea6f4441,1717,,,"[28.4, 63.4]",3930180,45,,,,-1.9951267,,Right Foot,,,,"[19.5, 43.7]",,Ground Pass,,21.617123,,,,Patrick Pentz,9731.0,,,,,,1,Regular Play,Philipp Lienhart,8931.0,Right Center Back,75,Austria,915,['d68bb27b-c409-444a-804f-e8d3b5c90f0b'],25,,,,,,,,,,,,,,,,,,Austria,915,00:45:25.297,Pass,,,,,,,28.4,63.4,19.5,43.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.55634,,,,,,,,,,,,,c8abba56-2fb8-44b6-80b2-640a320418af,1720,,,"[19.5, 43.7]",3930180,45,,,,1.2442914,,Left Foot,,,,"[25.9, 62.6]",,Ground Pass,,19.954197,,,,Philipp Lienhart,8931.0,,,,,,1,Regular Play,Patrick Pentz,9731.0,Goalkeeper,75,Austria,915,['cca8e2da-4c21-4703-8f93-146f3d051b59'],27,,,,,,,,,,,,,,,,,,Austria,915,00:45:27.249,Pass,,,,,,,19.5,43.7,25.9,62.6,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.84207,,,,,,,,,,,,,1b76f7b4-baff-422f-b931-1ba75b733e4e,1723,,,"[25.9, 62.6]",3930180,45,,,,-2.2879248,,Right Foot,,,,"[15.0, 50.1]",,Ground Pass,,16.584932,,,,Patrick Pentz,9731.0,,,,,,1,Regular Play,Philipp Lienhart,8931.0,Right Center Back,75,Austria,915,['8f176b87-9f83-4c45-ba83-8fe5a6a944da'],29,,,,,,,,,,,,,,,,,,Austria,915,00:45:29.268,Pass,,,,,,,25.9,62.6,15.0,50.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,3.102345,,,,,,,,,,,,,0d0f3e00-5b6a-4bc7-8237-73b5aeae713a,1725,,,"[15.0, 50.1]",3930180,45,True,,,0.57503927,,Right Foot,,,,"[54.5, 75.7]",,High Pass,,47.070267,,,,Romano Schmid,8784.0,,,,,,1,Regular Play,Patrick Pentz,9731.0,Goalkeeper,75,Austria,915,['0be32afd-5b04-4fee-91ce-9704e6e5891a'],38,,,,,,,,,,,,,,,,,,Austria,915,00:45:38.858,Pass,,,,,,,15.0,50.1,54.5,75.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.219169,,,,,,,,,,,,,6d981e0b-b1d7-4522-92ff-0ed2316b6a05,1727,,,"[44.8, 74.3]",3930180,45,,,,-3.0617626,,Right Foot,,,,"[27.3, 72.9]",,Ground Pass,,17.55591,,,,Philipp Lienhart,8931.0,,,,,,1,Regular Play,Romano Schmid,8784.0,Right Wing,75,Austria,915,['2a8a533d-fb19-4ea5-b514-511f01464f6f'],43,,,,,,,,,,,,,,,,,,Austria,915,00:45:43.515,Pass,,,,,,,44.8,74.3,27.3,72.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.113502,,,,,,,,,,,,,6346ce49-19dc-4809-9a44-8de4848fe2a6,1730,,,"[21.2, 70.4]",3930180,45,,,,-2.3892403,,Right Foot,,,,"[8.7, 58.7]",,Ground Pass,,17.121332,,,,Patrick Pentz,9731.0,,,,,,1,Regular Play,Philipp Lienhart,8931.0,Right Center Back,75,Austria,915,['9d898f88-f844-45f9-8e0f-06a971d7584e'],45,,,,,,,,,,,,,,,,,,Austria,915,00:45:45.478,Pass,,,,,,,21.2,70.4,8.7,58.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,3.737205,,,,,,,,,,,,,c25eb82d-2dcc-40fc-9c99-25fa9aeaefc7,1734,,,"[8.4, 58.5]",3930180,45,,,,-0.31249157,,Left Foot,,,,"[66.9, 39.6]",,High Pass,,61.477314,,,,Marko Arnautović,3325.0,,,,,,1,Regular Play,Patrick Pentz,9731.0,Goalkeeper,75,Austria,915,"['307f9b35-e656-4b00-a9bc-29c4b9b32729', '6cbf7e77-8177-40e1-b27a-1a6ad25c9963']",48,,,,,,,,,,,,,,,,,,Austria,915,00:45:48.037,Pass,True,,,,,,8.4,58.5,66.9,39.6,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.83528,,,,,,,,,,,,,18b25fb8-1f62-4ee3-9beb-538a52b17c30,1741,,,"[66.4, 36.1]",3930180,45,,,,2.2841544,,Right Foot,,,,"[61.9, 41.3]",,Low Pass,,6.8767724,,,,Marcel Sabitzer,8518.0,,,,,,1,Regular Play,Marko Arnautović,3325.0,Center Forward,75,Austria,915,['4edff57a-98b9-4754-b167-b1b81447e06e'],51,,,,,,,,,,,,,,,,,,Austria,915,00:45:51.887,Pass,,,,,,,66.4,36.1,61.9,41.3,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.125289,,,,,,,,,,,,,b6f86a99-2766-4fc5-8c90-6d09ca855f17,1744,,,"[64.2, 45.2]",3930180,45,,,,1.2722974,,Right Foot,,,,"[68.6, 59.5]",,Ground Pass,,14.961617,,,,Stefan Posch,11821.0,,,,,,1,Regular Play,Marcel Sabitzer,8518.0,Center Attacking Midfield,75,Austria,915,['af02a671-e389-439f-9a0e-8537465af4bc'],54,,,,,,,,,,,,,,,,,,Austria,915,00:45:54.304,Pass,,,,,,,64.2,45.2,68.6,59.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.658898,,,,,,,,,,,,,129c9a80-0977-4d75-9b0c-805769ed004a,1747,,,"[87.9, 64.5]",3930180,45,,,,-0.08178438,,Right Foot,,,,"[100.1, 63.5]",,Ground Pass,,12.240915,,Incomplete,,,,,,,,,1,Regular Play,Stefan Posch,11821.0,Right Back,75,Austria,915,['c0cc5e14-9968-4c70-a251-3d200b9ac6f1'],58,,,,,,,,,,,,,,,,,,Austria,915,00:45:58.161,Pass,,,,,,,87.9,64.5,100.1,63.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.774885,,,,,,,,,,,,,b43e716c-b81d-4239-8537-932be0c14e08,1749,,,"[120.0, 80.0]",3930180,46,,,,-1.7811781,cd414eff-cb13-4197-ac27-52cc629a5198,Right Foot,,,,"[111.8, 41.6]",,High Pass,,39.265762,,,True,Florian Grillitsch,11396.0,True,,Outswinging,,Corner,1,From Corner,Marcel Sabitzer,8518.0,Center Attacking Midfield,76,Austria,915,['ae565e81-7184-4365-a44d-c280d578b55e'],53,,,,,,,,,,,,,,,,,,Austria,915,00:46:53.133,Pass,,,,,,,120.0,80.0,111.8,41.6,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.609792,,,,,,,,,,,,,da7c79ef-c5d5-43d5-9627-584e18059dd4,1757,,,"[61.0, 40.1]",3930180,45,,,,2.9450297,,Right Foot,,,,"[37.9, 44.7]",,Ground Pass,,23.553556,,,,Stefan de Vrij,7787.0,,,,,Kick Off,2,From Kick Off,Memphis Depay,2988.0,Center Forward,77,Netherlands,941,['83b763dc-1f8f-4ba4-ac7a-b6b514f874db'],1,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:01.026,Pass,,,,,,,61.0,40.1,37.9,44.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,3.735071,,,,,,,,,,,,,ed3dca36-f773-49d7-b4bc-872e824d2773,1760,,,"[38.2, 44.6]",3930180,45,,,,-0.75047785,,Right Foot,,,,"[85.6, 0.4]",,High Pass,,64.81049,,Out,,Cody Mathès Gakpo,20750.0,,True,,,,2,From Kick Off,Stefan de Vrij,7787.0,Right Center Back,77,Netherlands,941,['c72de704-11d5-47a2-898c-4978cc5353b3'],3,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:03.741,Pass,,,,,,,38.2,44.6,85.6,0.4,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.945652,,,,,,,,,,,,,ce344c3a-0b9f-4fc0-99ac-cd26ac89dfc5,1762,,,"[42.7, 80.0]",3930180,45,,,,-1.0714496,,,,,,"[51.7, 63.5]",,Low Pass,,18.794947,,,,Nicolas Seiwald,39460.0,,,,,Throw-in,2,From Throw In,Stefan Posch,11821.0,Right Back,78,Austria,915,['5ef4f87c-26a3-4969-8a97-fca5f76ad356'],23,,,,,,,,,,,,,,,,,,Austria,915,00:00:23.696,Pass,,,,,,,42.7,80.0,51.7,63.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.68224,,,,,,,,,,,,,3f9ad8b1-994e-40f3-8873-b89f128f5260,1775,,,"[13.4, 45.9]",3930180,45,,,,1.0860746,,Keeper Arm,,,,"[22.3, 62.8]",,Ground Pass,,19.100262,,,,Stefan de Vrij,7787.0,,,,,,2,Regular Play,Bart Verbruggen,37274.0,Goalkeeper,79,Netherlands,941,['a8c17e41-b43a-4f7e-a584-b665f8d684d0'],43,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:43.886,Pass,,,,,,,13.4,45.9,22.3,62.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.706435,,,,,,,,,,,,,13e29e53-46a6-4632-9187-129815c5bece,1778,,,"[22.4, 62.5]",3930180,45,,,,-2.350097,,Right Foot,,,,"[6.1, 46.0]",,Ground Pass,,23.193533,,,,Bart Verbruggen,37274.0,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,79,Netherlands,941,['76d10d0b-7273-4175-9832-141dcdf4830f'],48,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:48.987,Pass,,,,,,,22.4,62.5,6.1,46.0,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,ec4f1210-2348-4fdf-93c0-7a66faf22369,1780,,,"[6.1, 46.0]",3930180,45,,,,-1.199905,,Right Foot,,,,"[15.9, 20.8]",,Ground Pass,,27.03849,,,,Nathan Aké,3306.0,,,,,,2,Regular Play,Bart Verbruggen,37274.0,Goalkeeper,79,Netherlands,941,['da776529-6cab-453d-9392-bb2dd442aadb'],50,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:50.694,Pass,,,,,,,6.1,46.0,15.9,20.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.651971,,,,,,,,,,,,,f7bd362a-68c5-40cd-82e8-2319fa5424b4,1783,,,"[14.3, 16.6]",3930180,45,,,,-0.1798535,,Left Foot,,,,"[40.7, 11.8]",,Ground Pass,,26.832815,,,,Tijjani Reijnders,21582.0,,,,,,2,Regular Play,Nathan Aké,3306.0,Left Back,79,Netherlands,941,['29a464af-fa1b-482d-8a67-5440d9cbfd5d'],53,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:53.521,Pass,,,,,,,14.3,16.6,40.7,11.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.167999,,,,,,,,,,,,,84587e14-4e82-4574-8875-888e8aa0cce2,1788,,,"[31.4, 1.9]",3930180,45,,,,1.8850282,,Right Foot,,,,"[30.1, 5.9]",,Ground Pass,,4.2059484,,Incomplete,,,,,,,,,2,Regular Play,Tijjani Reijnders,21582.0,Left Defensive Midfield,79,Netherlands,941,"['02ef9115-960b-48b7-bfba-0bd115d95e21', '5adf80e5-81e0-47ec-a17d-3964858c7041']",57,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:57.075,Pass,True,,,,,,31.4,1.9,30.1,5.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.924005,,,,,,,,,,,,,aed97700-0734-45a8-af6f-fb9c0b103ce4,1793,,,"[83.4, 74.1]",3930180,45,,,,-1.1124257,,Right Foot,,,,"[90.9, 58.9]",,Ground Pass,,16.94963,,,,Marko Arnautović,3325.0,,,,,,2,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,80,Austria,915,['ac2650ef-fbb5-4927-9963-08c222e2b629'],58,,,,,,,,,,,,,,,,,,Austria,915,00:00:58.756,Pass,,,,,,,83.4,74.1,90.9,58.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.471815,,,,,,,,,,,,,e2e7b086-986d-4af1-bbae-bcef2fdbc4d9,1796,,,"[91.1, 58.1]",3930180,46,,,,-2.4842036,,Right Foot,,,,"[79.7, 49.3]",,Ground Pass,,14.401389,,,,Florian Grillitsch,11396.0,,,,,,2,Regular Play,Marko Arnautović,3325.0,Center Forward,80,Austria,915,['e1452091-f8ad-4657-a1f9-d79ad44d84c6'],1,,,,,,,,,,,,,,,,,,Austria,915,00:01:01.106,Pass,,,,,,,91.1,58.1,79.7,49.3,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.469694,,,,,,,,,,,,,f8b91bd7-57b7-4c92-aab0-822e9d4c10d0,1804,,,"[92.3, 35.3]",3930180,46,,,,-0.43424433,0a116fe3-2a74-408b-9640-ca8ae0c08cf9,Right Foot,,,,"[106.1, 28.9]",True,Ground Pass,,15.211838,,,,Cody Mathès Gakpo,20750.0,,,,,,2,From Counter,Xavi Simons,39167.0,Center Attacking Midfield,81,Netherlands,941,['895dc7c8-1b16-45ca-b497-30d87501e3da'],10,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:10.028,Pass,,,,,,,92.3,35.3,106.1,28.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.524993,,,,,,,,,,,,,8cb06415-6979-4059-9c14-d02259490565,1809,,,"[60.0, 40.0]",3930180,47,True,,,3.0780942,,Right Foot,,,,"[42.7, 41.1]",,Ground Pass,,17.334936,,,,Nicolas Seiwald,39460.0,,,,,Kick Off,2,From Kick Off,Marcel Sabitzer,8518.0,Center Attacking Midfield,82,Austria,915,['6cc4c69a-713e-4091-9b60-73268eaad0da'],13,,,,,,,,,,,,,,,,,,Austria,915,00:02:13.689,Pass,,,,,,,60.0,40.0,42.7,41.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.233884,,,,,,,,,,,,,d83f4ce0-3d01-4b85-a3c9-56cd1706d08b,1811,,,"[50.2, 45.6]",3930180,47,,,,1.4442674,,Right Foot,,,,"[53.8, 73.9]",,Ground Pass,,28.528057,,,,Stefan Posch,11821.0,,,,,,2,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,82,Austria,915,['3da913ae-6397-4cfa-8314-3788d559d571'],16,,,,,,,,,,,,,,,,,,Austria,915,00:02:16.351,Pass,,,,,,,50.2,45.6,53.8,73.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.47763,,,,,,,,,,,,,8321413c-e5ea-404e-8a8d-d195d678ca99,1815,,,"[54.2, 76.0]",3930180,47,,,,-0.932793,,Right Foot,,,,"[73.7, 49.7]",,Low Pass,,32.740494,,,,Marko Arnautović,3325.0,,,,,,2,From Kick Off,Stefan Posch,11821.0,Right Back,82,Austria,915,"['53f60a49-b97f-4dcc-a3e8-df62b8e514e1', 'd72f57b9-38e5-4edb-b82c-a0af7b729a6e']",19,,,,,,,,,,,,,,,,,,Austria,915,00:02:19.125,Pass,True,,,,,,54.2,76.0,73.7,49.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.785626,,,,,,,,,,,,,b5bdfff8-bb08-4b0e-8773-895e5ea41d3b,1821,,,"[72.5, 50.5]",3930180,47,,,,-0.541966,,Right Foot,,,,"[120.0, 21.9]",,High Pass,,55.44556,,Out,,,,,,,,Free Kick,2,From Free Kick,Romano Schmid,8784.0,Right Wing,83,Austria,915,,57,,,,,,,,,,,,,,,,,,Austria,915,00:02:57.601,Pass,,,,,,,72.5,50.5,120.0,21.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.823993,,,,,,,,,,,,,b7eb15dd-9f0a-4935-b7aa-926119289737,1822,,,"[5.8, 34.0]",3930180,48,,,,1.7172805,,Left Foot,,,,"[4.9, 40.1]",,Ground Pass,,6.166036,,,,Bart Verbruggen,37274.0,,,,,Goal Kick,2,From Goal Kick,Virgil van Dijk,3669.0,Left Center Back,84,Netherlands,941,['7b0542b7-f687-4a6b-b228-8e62ff8fc316'],21,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:21.849,Pass,,,,,,,5.8,34.0,4.9,40.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.191224,,,,,,,,,,,,,ae1016a4-0707-4015-bae7-a872de25db1b,1826,,,"[5.4, 41.0]",3930180,48,,,,-0.643881,,Right Foot,,,,"[47.5, 9.4]",,High Pass,,52.640003,,,,Tijjani Reijnders,21582.0,,,,,,2,From Goal Kick,Bart Verbruggen,37274.0,Goalkeeper,84,Netherlands,941,['07d3dbc5-77ef-4fcf-892b-8d77f8a0164f'],23,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:23.726,Pass,,,,,,,5.4,41.0,47.5,9.4,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.64493,,,,,,,,,,,,,c43f64a3-8347-4aff-8ffb-455b365ac55e,1828,,,"[47.5, 9.4]",3930180,48,,,,1.4795471,,Right Foot,,,,"[48.9, 24.7]",,Ground Pass,,15.363918,,,,Xavi Simons,39167.0,,,,,,2,From Goal Kick,Tijjani Reijnders,21582.0,Left Defensive Midfield,84,Netherlands,941,['95b770b1-f34a-4750-9caf-ff04047b0250'],25,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:25.917,Pass,,,,,,,47.5,9.4,48.9,24.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.506508,,,,,,,,,,,,,7aed5ce8-95a8-4f12-9230-7163499b1f54,1831,,,"[46.9, 24.5]",3930180,48,,,,1.1020982,,Right Foot,,,,"[54.9, 40.3]",,Ground Pass,,17.709885,,,,Lutsharel Geertruida,22352.0,,,,,,2,From Goal Kick,Xavi Simons,39167.0,Center Attacking Midfield,84,Netherlands,941,['008a72eb-2d24-4f69-8909-27b757a18fa5'],27,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:27.743,Pass,,,,,,,46.9,24.5,54.9,40.3,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.013431,,,,,,,,,,,,,c7654e13-c3fe-4fc2-a42b-ef6766e0c2c7,1837,,,"[26.4, 27.9]",3930180,48,,,,0.31304136,,Right Foot,,,,"[64.4, 40.2]",,High Pass,,39.941082,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Alexander Prass,39545.0,Left Back,84,Netherlands,941,['4eebaaab-c289-4637-875b-55e87a0316d0'],33,,,,,,,,,,,,,,,,,,Austria,915,00:03:33.560,Pass,,,,,,,26.4,27.9,64.4,40.2,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.668394,,,,,,,,,,,,,4eebaaab-c289-4637-875b-55e87a0316d0,1838,,,"[55.7, 39.9]",3930180,48,,,,0.91642606,,Head,,,,"[78.1, 69.1]",,High Pass,,36.802174,,,,Donyell Malen,15582.0,,,,,Recovery,2,From Goal Kick,Virgil van Dijk,3669.0,Left Center Back,84,Netherlands,941,"['1a64f73c-4c18-426c-8b9c-61bf6726b588', 'c7654e13-c3fe-4fc2-a42b-ef6766e0c2c7']",35,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:35.573,Pass,,,,,,,55.7,39.9,78.1,69.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.734709,,,,,,,,,,,,,b432525f-df08-4e81-8780-2e5f8888567c,1845,,,"[95.8, 62.8]",3930180,48,,,,-0.9551764,,Right Foot,,,,"[104.5, 50.5]",,Ground Pass,,15.065855,,,,Memphis Depay,2988.0,,,,,,2,From Goal Kick,Donyell Malen,15582.0,Right Wing,84,Netherlands,941,['262e1c87-4b1c-4cba-b727-24433a40aef9'],43,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:43.374,Pass,,,,,,,95.8,62.8,104.5,50.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.116368,,,,,,,,,,,,,7d2d7c07-4b44-4f47-b1ff-5292f7c759dd,1850,,,"[94.5, 80.0]",3930180,48,,,,-0.9664908,,,,,,"[100.3, 71.6]",,Low Pass,,10.20784,,,,Donyell Malen,15582.0,,,,,Throw-in,2,From Throw In,Lutsharel Geertruida,22352.0,Right Back,85,Netherlands,941,['06bee63e-b05e-4fae-a624-2d7e3b9fc6cf'],55,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:55.988,Pass,,,,,,,94.5,80.0,100.3,71.6,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.834753,,,,,,,,,,,,,62d8ad3e-94df-4e60-9d66-bf048443a557,1853,,,"[100.3, 71.6]",3930180,48,,,,2.339247,,Right Foot,,,,"[94.5, 77.6]",,Ground Pass,,8.345058,,,,Lutsharel Geertruida,22352.0,,,,,,2,From Throw In,Donyell Malen,15582.0,Right Wing,85,Netherlands,941,['b8f9f263-823b-48b5-924e-101bb02d5301'],57,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:57.652,Pass,,,,,,,100.3,71.6,94.5,77.6,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.602026,,,,,,,,,,,,,94174f2b-05a8-4fc3-9b44-d68ccebe860c,1856,,,"[94.5, 77.6]",3930180,48,,,,0.27829966,,Right Foot,,,,"[98.7, 78.8]",,Ground Pass,,4.368066,,,,Donyell Malen,15582.0,,,,,,2,From Throw In,Lutsharel Geertruida,22352.0,Right Back,85,Netherlands,941,['d33b5737-b303-44b4-8e6e-743fda6a5b5d'],59,,,,,,,,,,,,,,,,,,Netherlands,941,00:03:59.528,Pass,,,,,,,94.5,77.6,98.7,78.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.852793,,,,,,,,,,,,,74021168-9ec6-4acf-b978-554d545f1ff9,1859,,,"[88.7, 77.8]",3930180,49,,,,-1.5707964,,Right Foot,,,,"[88.7, 71.2]",,Ground Pass,,6.6,,,,Jerdy Schouten,15503.0,,,,,,2,From Throw In,Donyell Malen,15582.0,Right Wing,85,Netherlands,941,['ccf771c8-c206-4a93-973d-679713fa3ea7'],3,,,,,,,,,,,,,,,,,,Netherlands,941,00:04:03.121,Pass,,,,,,,88.7,77.8,88.7,71.2,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.093724,,,,,,,,,,,,,a632af36-babc-459d-9ccc-f6df955041d0,1863,,,"[83.8, 73.6]",3930180,49,,,,-1.55228,,Right Foot,,,,"[84.0, 62.8]",,Ground Pass,,10.801851,,,,Tijjani Reijnders,21582.0,,,,,,2,From Throw In,Jerdy Schouten,15503.0,Right Defensive Midfield,85,Netherlands,941,"['044a1dd0-8723-48e5-82c8-4cc7bce8f87b', '1d55c626-38b9-4056-9ff0-7053cfb018c2']",5,,,,,,,,,,,,,,,,,,Netherlands,941,00:04:05.158,Pass,True,,,,,,83.8,73.6,84.0,62.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.342626,,,,,,,,,,,,,ab7976a3-c14e-407a-b66c-6c3e7632054e,1867,,,"[80.2, 72.7]",3930180,49,,,,0.7562802,,Right Foot,,,,"[85.5, 77.7]",,Low Pass,,7.2862883,,Incomplete,,,,,,,,,2,From Throw In,Tijjani Reijnders,21582.0,Left Defensive Midfield,85,Netherlands,941,"['af5baba0-d1ea-462b-902b-fe0e0552c763', 'e9a99a17-57ab-429d-bce5-eef9febdb1ec']",7,,,,,,,,,,,,,,,,,,Netherlands,941,00:04:07.812,Pass,True,,,,,,80.2,72.7,85.5,77.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.843645,,,,,,,,,,,,,af6e6e12-e77b-4570-8c03-01d1111b4af9,1869,,,"[75.4, 80.0]",3930180,49,,,,-0.8960554,,,,,,"[80.2, 74.0]",,Low Pass,,7.683749,,,,Donyell Malen,15582.0,,,,,Throw-in,2,From Throw In,Lutsharel Geertruida,22352.0,Right Back,86,Netherlands,941,['68ec8e9e-1a6e-44ce-a914-0953a22880eb'],30,,,,,,,,,,,,,,,,,,Netherlands,941,00:04:30.936,Pass,,,,,,,75.4,80.0,80.2,74.0,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.270068,,,,,,,,,,,,,3cd7d0e1-9208-4a91-ab14-7db0a7a191aa,1872,,,"[79.7, 73.6]",3930180,49,,,,2.3837104,,Right Foot,,,,"[74.1, 78.9]",,Ground Pass,,7.7103825,,,,Lutsharel Geertruida,22352.0,,,,,,2,From Throw In,Donyell Malen,15582.0,Right Wing,86,Netherlands,941,['24d58f1b-d1f6-42af-a98f-5667cb3c3267'],32,,,,,,,,,,,,,,,,,,Netherlands,941,00:04:32.492,Pass,,,,,,,79.7,73.6,74.1,78.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.56997,,,,,,,,,,,,,9ebf6136-1491-4224-8afa-dabffe5b9973,1876,,,"[72.2, 78.6]",3930180,49,,,,0.029403288,,Right Foot,,,,"[79.0, 78.8]",,Ground Pass,,6.8029404,,,,Donyell Malen,15582.0,,,,,,2,From Throw In,Lutsharel Geertruida,22352.0,Right Back,86,Netherlands,941,"['878f029d-2014-4e68-89b6-2f738a07ff57', 'aeaec298-8147-44e6-a8bc-82bdf2ae7167']",33,,,,,,,,,,,,,,,,,,Netherlands,941,00:04:33.214,Pass,True,,,,,,72.2,78.6,79.0,78.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.402352,,,,,,,,,,,,,417cac0d-3c39-4701-ac8d-831d471783ab,1880,,,"[78.5, 78.4]",3930180,49,,,,-2.100386,,Right Foot,,,,"[76.1, 74.3]",,Ground Pass,,4.7507896,,,,Lutsharel Geertruida,22352.0,,,,,,2,From Throw In,Donyell Malen,15582.0,Right Wing,86,Netherlands,941,"['3086b57f-ef20-4a3e-956a-1f6003bb5e1b', '57ec7bb1-ad1b-4c97-b1ce-f16c55d6bb90']",34,,,,,,,,,,,,,,,,,,Netherlands,941,00:04:34.049,Pass,True,,,,,,78.5,78.4,76.1,74.3,Netherlands vs Austria,Netherlands,Austria
