50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,1.496724,,,,,,,,,,,081497e8-efca-4fd8-b610-f6d4fbe0133e,32,,"[65.0, 27.9]",3941018,0,,,,1.580697,,Left Foot,,,,"[64.7, 58.2]",,Ground Pass,,30.301485,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Spain,772,['f21f2fa2-a3fd-4bed-8fe3-d79a61095011'],29,,,,,,,,,,,,,,,,,Spain,772,00:00:29.440,Pass,,,,,,,65.0,27.9,64.7,58.2,,,,,,64.7,58.2,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.187287,,,,,,,,,,,1494314a-dc3b-496f-8667-4568c5a2042f,35,,"[64.2, 57.7]",3941018,0,,,,1.096539,,Right Foot,,,,"[71.9, 72.7]",,Ground Pass,,16.8609,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Kick Off,Robin Aime Robert Le Normand,22128.0,Right Center Back,2,Spain,772,['2a619545-c4d9-43c5-a27e-7cd89764aabb'],31,,,,,,,,,,,,,,,,,Spain,772,00:00:31.966,Pass,,,,,,,64.2,57.7,71.9,72.7,,,,,,71.9,72.7,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.580637,,,,,,,,,,,d1e1f7c0-8fc9-47df-b74d-243312b2ae8c,38,,"[78.4, 72.2]",3941018,0,,,,-2.55359,,Right Foot,,,,"[62.5, 61.6]",,Ground Pass,,19.109423,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Kick Off,Daniel Carvajal Ramos,5721.0,Right Back,2,Spain,772,['1c9040ee-5412-471e-b6f8-a64cc3f5c93a'],35,,,,,,,,,,,,,,,,,Spain,772,00:00:35.312,Pass,,,,,,,78.4,72.2,62.5,61.6,,,,,,62.5,61.6,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.765869,,,,,,,,,,,db6580a7-0ef2-4ec8-b373-f63a429b373c,41,,"[63.6, 55.3]",3941018,0,,,,-1.2900251,,Right Foot,,,,"[71.3, 28.6]",,Ground Pass,,27.788128,,,Aymeric Laporte,4353.0,,,,,,1,From Kick Off,Robin Aime Robert Le Normand,22128.0,Right Center Back,2,Spain,772,['9d63d2da-6a74-429b-b7f5-b0208de27cb4'],38,,,,,,,,,,,,,,,,,Spain,772,00:00:38.429,Pass,,,,,,,63.6,55.3,71.3,28.6,,,,,,71.3,28.6,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.374294,,,,,,,,,,,aed917cf-0db3-4548-a394-31312ee785da,44,,"[76.4, 22.5]",3941018,0,,,,-0.7440017,,Right Foot,,,,"[94.0, 6.3]",,Ground Pass,,23.920702,,,Nicholas Williams Arthuer,68574.0,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Spain,772,['39957bda-3fba-45e9-8269-2d264ee70fe6'],41,,,,,,,,,,,,,,,,,Spain,772,00:00:41.792,Pass,,,,,,,76.4,22.5,94.0,6.3,,,,,,94.0,6.3,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,2.003815,,,,,,,,,,,0acfa9c3-d9f9-4fc6-bfce-46b586e24b90,47,,"[114.0, 5.7]",3941018,0,,,,1.6791933,,Left Foot,True,,,"[110.3, 39.7]",,High Pass,,34.20073,Incomplete,,,,,,,,,1,From Kick Off,Nicholas Williams Arthuer,68574.0,Left Wing,2,Spain,772,['3d45421b-8699-4716-8be3-45aee50688cc'],48,,,,,,,,,,,,,,,,,Spain,772,00:00:48.594,Pass,,,,,,,114.0,5.7,110.3,39.7,,,,,,110.3,39.7,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.357822,,,,,,,,,,,2e45bce2-4e35-4971-a8a2-67459368a88a,54,,"[15.5, 40.4]",3941018,0,,,,-1.6030432,,Right Foot,,,,"[14.9, 21.8]",,Ground Pass,,18.609674,,,Luka Lochoshvili,48178.0,,,,,Recovery,1,Regular Play,Otar Kiteishvili,11335.0,Center Defensive Midfield,3,Georgia,2138,['7a520bf1-63d3-465c-adf8-f7b9d6648c06'],52,,,,,,,,,,,,,,,,,Georgia,2138,00:00:52.589,Pass,,,,,,,15.5,40.4,14.9,21.8,,,,,,14.9,21.8,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.727379,,,,,,,,,,,f5053fce-8f1c-4624-b1ff-24bda5d3c056,58,,"[38.3, 6.0]",3941018,0,,,,0.8300287,,Left Foot,,,,"[62.9, 32.9]",,High Pass,,36.452297,Incomplete,,Georges Mikautadze,33234.0,,,,,,1,Regular Play,Luka Lochoshvili,48178.0,Left Wing Back,3,Georgia,2138,"['848b895e-e9db-40bd-a3b9-9ff39c37c8af', 'f82db70d-081b-4251-9abf-d9f800b7d70a']",57,,,,,,,,,,,,,,,,,Georgia,2138,00:00:57.777,Pass,,,,,,,38.3,6.0,62.9,32.9,,,,,,62.9,32.9,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.421738,,,,,,,,,,,848b895e-e9db-40bd-a3b9-9ff39c37c8af,60,,"[57.2, 47.2]",3941018,0,,,,0.30472058,,Left Foot,,,,"[69.6, 51.1]",,Ground Pass,,12.998846,,,Fabián Ruiz Peña,6655.0,,,,,Recovery,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,"['49d4f32a-d0fe-4417-a4b0-1ce722abba34', 'f5053fce-8f1c-4624-b1ff-24bda5d3c056']",59,,,,,,,,,,,,,,,,,Spain,772,00:00:59.504,Pass,,,,,,,57.2,47.2,69.6,51.1,,,,,,69.6,51.1,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,0.846679,,,,,,,,,,,cf0a9cff-0b2e-4744-ac01-8dc92da86aca,64,,"[68.4, 50.8]",3941018,1,,,,1.9559538,,Left Foot,,,,"[65.4, 58.2]",,Low Pass,,7.984986,,,Rodrigo Hernández Cascante,6765.0,,,,,,1,Regular Play,Fabián Ruiz Peña,6655.0,Left Center Midfield,4,Spain,772,"['20f9beb5-d80b-4162-8103-05fbf2739683', '6a9c138d-0669-4ee9-9369-acdc1ecc005d']",1,,,,,,,,,,,,,,,,,Spain,772,00:01:01.417,Pass,True,,,,,,68.4,50.8,65.4,58.2,,,,,,65.4,58.2,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,0.555709,,,,,,,,,,,2dc34f67-092f-40ec-8a61-6d3d57fb4753,68,,"[65.4, 55.9]",3941018,1,,,,-0.61629695,,Right Foot,,,,"[70.2, 52.5]",,Ground Pass,,5.8821764,,,Fabián Ruiz Peña,6655.0,,,,,,1,Regular Play,Rodrigo Hernández Cascante,6765.0,Center Defensive Midfield,4,Spain,772,"['58332173-29cb-4856-bd2f-b89722ce0a7b', '9fe2af98-4790-46cb-9b66-b8079a857599']",2,,,,,,,,,,,,,,,,,Spain,772,00:01:02.698,Pass,True,,,,,,65.4,55.9,70.2,52.5,,,,,,70.2,52.5,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,0.620033,,,,,,,,,,,90529569-bc1a-4528-a43c-457308c992a5,70,,"[70.2, 52.5]",3941018,1,,,,2.714965,,Left Foot,,,,"[62.5, 56.0]",,Ground Pass,,8.458132,,,Rodrigo Hernández Cascante,6765.0,,,,,,1,Regular Play,Fabián Ruiz Peña,6655.0,Left Center Midfield,4,Spain,772,['bdb21ad2-336f-4ab0-ac4b-890f4085418c'],3,,,,,,,,,,,,,,,,,Spain,772,00:01:03.254,Pass,,,,,,,70.2,52.5,62.5,56.0,,,,,,62.5,56.0,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.00043,,,,,,,,,,,218eb0a5-fb10-4490-a55f-80f46a68bfbe,73,,"[56.8, 54.8]",3941018,1,,,,-1.857735,,Right Foot,,,,"[53.2, 42.6]",,Ground Pass,,12.720063,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Rodrigo Hernández Cascante,6765.0,Center Defensive Midfield,4,Spain,772,['263fbf81-c6e0-4c8d-b9d8-78bc4cc38a85'],4,,,,,,,,,,,,,,,,,Spain,772,00:01:04.879,Pass,,,,,,,56.8,54.8,53.2,42.6,,,,,,53.2,42.6,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,2.409138,,,,,,,,,,,6348abe9-3aa2-4554-89d2-2da5bc6c77c9,76,,"[53.1, 42.6]",3941018,1,,,,1.5019399,,Left Foot,,,,"[54.9, 68.7]",,Ground Pass,,26.161995,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,['58ca8ec0-dcda-40e9-a9b0-355220368578'],5,,,,,,,,,,,,,,,,,Spain,772,00:01:05.920,Pass,,,,,,,53.1,42.6,54.9,68.7,,,,,,54.9,68.7,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.105346,,,,,,,,,,,741bf0c4-3e81-44c0-bf50-ce98a3999d56,79,,"[63.7, 68.8]",3941018,1,,,,-1.4677147,,Right Foot,,,,"[64.3, 63.0]",,Ground Pass,,5.8309517,,,Rodrigo Hernández Cascante,6765.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,4,Spain,772,['42e251eb-1be4-4c42-b81a-5b6d2e148750'],9,,,,,,,,,,,,,,,,,Spain,772,00:01:09.875,Pass,,,,,,,63.7,68.8,64.3,63.0,,,,,,64.3,63.0,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,2.07335,,,,,,,,,,,008af669-8638-487f-98ad-e1e54b404d89,82,,"[64.3, 63.0]",3941018,1,,,,-1.696837,,Right Foot,,,,"[60.6, 33.8]",,Ground Pass,,29.433485,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Rodrigo Hernández Cascante,6765.0,Center Defensive Midfield,4,Spain,772,['00d3ee15-b475-4c4c-a976-3b896e498896'],12,,,,,,,,,,,,,,,,,Spain,772,00:01:12.004,Pass,,,,,,,64.3,63.0,60.6,33.8,,,,,,60.6,33.8,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.268647,,,,,,,,,,,1b0c83cf-0937-49a8-a386-d58e4e2fe324,85,,"[67.6, 26.1]",3941018,1,,,,-0.8013968,,Left Foot,,,,"[79.9, 13.4]",,Ground Pass,,17.679932,,,Marc Cucurella Saseta,17620.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,['c29a9675-5363-4a58-9856-58dfd59ebd75'],15,,,,,,,,,,,,,,,,,Spain,772,00:01:15.744,Pass,,,,,,,67.6,26.1,79.9,13.4,,,,,,79.9,13.4,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.052866,,,,,,,,,,,c73e2845-639c-4c30-b9c7-057b2936116c,88,,"[74.8, 12.0]",3941018,1,,,,-0.39305803,,Left Foot,,,,"[91.2, 5.2]",,Ground Pass,,17.753872,,,Nicholas Williams Arthuer,68574.0,,,,,,1,Regular Play,Marc Cucurella Saseta,17620.0,Left Back,4,Spain,772,['a38b6531-056c-42a9-8f7b-83a3acedbbe6'],18,,,,,,,,,,,,,,,,,Spain,772,00:01:18.104,Pass,,,,,,,74.8,12.0,91.2,5.2,,,,,,91.2,5.2,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.369136,,,,,,,,,,,f262db01-70e4-46d8-aab0-8c2d75d3b402,95,,"[81.8, 5.2]",3941018,1,,,,2.758694,,Right Foot,,,,"[60.2, 13.9]",,Ground Pass,,23.286263,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Nicholas Williams Arthuer,68574.0,Left Wing,4,Spain,772,['af9b476a-4a53-49a2-be4e-a333344832c1'],21,,,,,,,,,,,,,,,,,Spain,772,00:01:21.470,Pass,,,,,,,81.8,5.2,60.2,13.9,,,,,,60.2,13.9,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.990053,,,,,,,,,,,76de040d-e109-4fd3-9620-c9cf91fba646,98,,"[63.6, 15.7]",3941018,1,,,,1.5485778,,Left Foot,,,,"[64.3, 47.2]",,Ground Pass,,31.507776,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,['fb25f8bb-f8c8-416f-907d-72dd2d21991d'],23,,,,,,,,,,,,,,,,,Spain,772,00:01:23.868,Pass,,,,,,,63.6,15.7,64.3,47.2,,,,,,64.3,47.2,Spain vs Georgia,Spain,Georgia
,,,,,,,,,,,,,,,,,,1.528587,,,,,,,,,,,adddaaff-17aa-4fe4-993a-c57819e404cf,101,,"[65.4, 52.5]",3941018,1,,,,1.0887561,,Right Foot,,,,"[77.8, 76.2]",,Ground Pass,,26.747896,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Robin Aime Robert Le Normand,22128.0,Right Center Back,4,Spain,772,['2565bf53-a765-4d89-a8c2-2cef88309ed5'],26,,,,,,,,,,,,,,,,,Spain,772,00:01:26.592,Pass,,,,,,,65.4,52.5,77.8,76.2,,,,,,77.8,76.2,Spain vs Georgia,Spain,Georgia
